image,stratum,effort,reference,variant,quality_low,quality_high,pchip_percent,linear_percent,difference_percentage_points
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,3,default,both,70.56390467652173,89.58803778108006,0.24527154636083043,0.23598284359654786,-0.009288702764282564
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,3,weighted,default,70.56390467652173,89.58803778108006,1.3537201806365988,1.3599587620406302,0.006238581404031329
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,3,weighted,quantize,70.56390467652173,89.58803778108006,1.1635852406558,1.1604275116223774,-0.003157729033422596
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,3,weighted,smooth,70.56390467652173,89.58803778108006,0.16418228130337786,0.16450012320529595,0.00031784190191808115
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,3,weighted,both,70.56390467652173,89.58803778108006,1.6023120174178753,1.599150874995582,-0.0031611424222932616
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,default,weighted,69.5249386422592,89.99420129202866,-1.384346460350289,-1.3890731386873494,-0.004726678337060308
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,default,quantize,69.5249386422592,89.99420129202866,-0.1431339010788914,-0.17981018840661162,-0.036676287327720214
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,default,smooth,69.5249386422592,89.99420129202866,-1.2035001383728536,-1.2076459832902242,-0.004145844917370578
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,default,both,69.5249386422592,89.99420129202866,0.3678345403390645,0.3410929553735166,-0.026741584965547904
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,weighted,default,69.5249386422592,89.99420129202866,1.403779634025033,1.408640181063256,0.004860547038223029
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,weighted,quantize,69.5249386422592,89.99420129202866,1.2586364483934105,1.2262971140931032,-0.03233933430030733
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,weighted,smooth,69.5249386422592,89.99420129202866,0.18338500581423817,0.1839828112074092,0.0005978053931710303
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,4,weighted,both,69.5249386422592,89.99420129202866,1.7767777607282869,1.75453790886094,-0.022239851867346783
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,default,weighted,72.44711818161935,90.25431578379141,-1.4249270535371388,-1.4360383215330321,-0.011111267995893348
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,default,quantize,72.44711818161935,90.25431578379141,-0.7021463093937955,-0.7545983147659018,-0.05245200537210626
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,default,smooth,72.44711818161935,90.25431578379141,-1.2931005994054028,-1.2754248099007972,0.017675789504605577
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,default,both,72.44711818161935,90.25431578379141,-0.1712972700163752,-0.20260537604966855,-0.03130810603329334
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,weighted,default,72.44711818161935,90.25431578379141,1.4455247264296027,1.4569608374891043,0.011436111059501597
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,weighted,quantize,72.44711818161935,90.25431578379141,0.7332287185178071,0.6913683207967105,-0.04186039772109662
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,weighted,smooth,72.44711818161935,90.25431578379141,0.13373203812218562,0.1629535875964328,0.029221549474247183
clic2024_test--ef576c4ed599d75d72145a8f34b58ccb,clic2024_test,7,weighted,both,72.44711818161935,90.25431578379141,1.271751312019442,1.2514035804557444,-0.020347731563697513
kodak--01,kodak,3,default,weighted,73.54324340836959,91.16213116242776,0.43081079413957063,0.4303503021834744,-0.0004604919560962095
kodak--01,kodak,3,default,quantize,73.54324340836959,91.16213116242776,0.5097948842835986,0.521098548331107,0.011303664047508377
kodak--01,kodak,3,default,smooth,73.54324340836959,91.16213116242776,0.43355752140766624,0.4210973105384848,-0.01246021086918142
kodak--01,kodak,3,default,both,73.54324340836959,91.16213116242776,0.5570121740210507,0.5781427315915127,0.021130557570462005
kodak--01,kodak,3,weighted,default,73.54324340836959,91.16213116242776,-0.4289627761968738,-0.42850622435210023,0.00045655184477355615
kodak--01,kodak,3,weighted,quantize,73.54324340836959,91.16213116242776,0.07864527779819236,0.09035938426439967,0.01171410646620731
kodak--01,kodak,3,weighted,smooth,73.54324340836959,91.16213116242776,0.0027349448305517238,-0.0092133419998521,-0.011948286830403824
kodak--01,kodak,3,weighted,both,73.54324340836959,91.16213116242776,0.12566002293874168,0.1471591296489036,0.02149910671016192
kodak--01,kodak,4,default,weighted,72.84868048854013,91.19440543867465,0.44270018597006566,0.4418900845101016,-0.0008101014599640743
kodak--01,kodak,4,default,quantize,72.84868048854013,91.19440543867465,0.29803757526178676,0.39968174283795677,0.10164416757617001
